ENTRY,Season,Player,Age,Team(s),LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON
338,2014-15,Leandro Barbosa,32,GSW,0.59,-1.37,-0.37,-0.99
339,2014-15,Steve Blake,34,POR,1.48,-0.83,-0.18,-0.65
340,2014-15,Willie Green,33,ORL,-0.56,-3.14,-2.13,-1
341,2014-15,Zaza Pachulia,30,MIL,4.13,1.24,-0.79,2.03
342,2014-15,Matt Bonner,34,SAS,0.54,-1.4,-0.76,-0.64
343,2014-15,Mo Williams,32,MIN/CHO,3.35,0.22,1.27,-1.06
344,2014-15,James Jones,34,CLE,0.66,-0.8,0.12,-0.92
345,2014-15,Kyle Korver,33,ATL,5.98,1.36,0.81,0.55
346,2014-15,Udonis Haslem,34,MIA,0.59,-1.38,-1.63,0.25
347,2014-15,Dwight Howard,29,HOU,2.97,1.29,-0.47,1.77
348,2014-15,Ben Gordon,31,ORL,-0.99,-4.17,-1.52,-2.65
349,2014-15,Shaun Livingston,29,GSW,0.33,-1.93,-1.72,-0.21
350,2014-15,Devin Harris,31,DAL,3.91,1.13,1.92,-0.79
351,2014-15,Luol Deng,29,MIA,3.65,-0.05,0.56,-0.61
352,2014-15,Andre Iguodala,31,GSW,4.02,0.58,-0.26,0.84
353,2014-15,Kris Humphries,29,WAS,1.23,-0.91,-1.14,0.23
354,2014-15,Al Jefferson,30,CHO,4.68,1.18,-0.5,1.68
355,2014-15,Josh Smith,29,DET/HOU,3.9,0.23,-0.39,0.62
356,2014-15,JR Smith,29,NYK/CLE,3.07,-0.1,0.65,-0.74
357,2014-15,Dorell Wright,29,POR,1.04,0.3,0.04,0.27
358,2014-15,Jameer Nelson,32,DAL/BOS/DEN,2.3,0.14,0.91,-0.77
359,2014-15,Tony Allen,33,MEM,5.04,2.22,-0.09,2.31
360,2014-15,Kevin Martin,31,MIN,0.1,-2.14,0.05,-2.19
361,2014-15,Beno Udrih,32,MEM,1.41,-0.87,0.11,-0.98
362,2014-15,Anderson Varejao,32,CLE,0.71,-0.61,-1.18,0.57
363,2014-15,Trevor Ariza,29,HOU,6.34,0.91,0.32,0.58
364,2014-15,Kevin Garnett,38,BRK/MIN,3.02,2.38,-0.7,3.08
365,2014-15,Kobe Bryant,36,LAL,2.03,0.21,1.68,-1.48
366,2015-16,Andrew Bogut,31,GSW,3.45,1.23,-2.01,3.24
367,2015-16,Marvin Williams,29,CHO,5.91,1.45,0.55,0.9
368,2015-16,Chris Paul,30,LAC,11.95,5.16,4.82,0.34
369,2015-16,Raymond Felton,31,DAL,1.13,-1.51,-0.16,-1.34
370,2015-16,Charlie Villanueva,31,DAL,0.6,-0.95,-0.14,-0.81
371,2015-16,Channing Frye,32,ORL/CLE,2.64,0.96,0.19,0.77
372,2015-16,Deron Williams,31,DAL,1.54,-1.19,-0.1,-1.09
373,2015-16,Gerald Green,30,MIA,0.43,-1.86,-0.57,-1.29
374,2015-16,Jarrett Jack,32,BRK,1.92,0.49,0.25,0.23
375,2015-16,Ian Mahinmi,29,IND,4.96,1.75,-1.04,2.78
376,2015-16,David Lee,32,BOS/DAL,1.3,-0.15,-0.87,0.72
377,2015-16,Brandon Bass,30,LAL,1.84,-0.25,0,-0.25
378,2015-16,CJ Miles,28,IND,1.05,-1.21,-0.6,-0.61
379,2015-16,Ersan Ilyasova,28,DET/ORL,3.5,0.47,-0.1,0.57
380,2015-16,Monta Ellis,30,IND,4.41,0.1,-0.3,0.41
381,2015-16,Lou Williams,29,LAL,1.96,-0.75,1.39,-2.15
382,2015-16,Amir Johnson,28,BOS,5.05,1.86,-0.03,1.89
383,2015-16,Marcin Gortat,31,WAS,5.77,1.5,0.23,1.26
384,2015-16,Ronnie Price,32,PHO,1.78,-0.11,-1.14,1.03
385,2015-16,Jose Calderon,34,NYK,0.81,-1.68,-0.84,-0.84
386,2015-16,Tim Duncan,39,SAS,4.44,1.99,-0.5,2.49
387,2015-16,Jahlil Okafor,20,PHI,-0.67,-2.91,-2.08,-0.83
388,2015-16,Emmanuel Mudiay,19,DEN,0.64,-1.81,-0.91,-0.9
389,2015-16,Tyus Jones,19,MIN,0.62,-0.66,-0.05,-0.61
390,2015-16,Justin Anderson,22,DAL,1.15,0.35,-0.77,1.12
391,2015-16,Anthony Brown,23,LAL,0.3,-1.53,-1.66,0.13
392,2015-16,D'Angelo Russell,19,LAL,-1.25,-3.11,-1.07,-2.04
393,2015-16,Karl-Anthony Towns,20,MIN,5.43,0.77,0.45,0.32
394,2015-16,Richaun Holmes,22,PHI,0.93,-0.33,-0.37,0.05
395,2015-16,Justise Winslow,19,MIA,3.05,-0.26,-1.58,1.32
396,2015-16,Willie Cauley-Stein,22,SAC,2.81,0.66,-0.13,0.79
397,2015-16,Kelly Oubre Jr.,20,WAS,-0.01,-2.29,-1.82,-0.47
398,2015-16,Frank Kaminsky,22,CHO,2.6,-0.03,-0.23,0.2
399,2015-16,Devin Booker,19,PHO,-1.16,-3.11,-0.74,-2.36
400,2015-16,Cameron Payne,21,OKC,0.82,-0.53,0.04,-0.57
401,2015-16,Myles Turner,19,IND,0.83,-1.38,-2.05,0.68
402,2015-16,Trey Lyles,20,UTA,0.21,-2.05,-1.44,-0.61
403,2015-16,Stanley Johnson,19,DET,0.12,-2.17,-1.95,-0.23
404,2015-16,Jerian Grant,23,NYK,0.26,-1.97,-1.24,-0.73
405,2015-16,Bobby Portis,20,CHI,0.73,-1.29,-0.67,-0.62
406,2015-16,Rashad Vaughn,19,MIL,-0.78,-3.46,-2.22,-1.24
407,2015-16,Rondae Hollis-Jefferson,21,BRK,1.56,1.45,-0.76,2.22
408,2015-16,Norman Powell,22,TOR,0.75,-0.75,-0.3,-0.45
409,2015-16,Josh Richardson,22,MIA,0.54,-1.55,-0.91,-0.64
410,2015-16,Larry Nance Jr.,23,LAL,1.5,-0.53,-1.41,0.89
411,2015-16,Mario Hezonja,20,ORL,0.4,-1.85,-1.67,-0.19
412,2015-16,Boban Marjanović,27,SAS,1.48,2.04,1.93,0.1
413,2015-16,Marcelo Huertas,32,LAL,0.49,-1.43,-0.91,-0.52
414,2015-16,Vince Carter,39,MEM,1.47,-0.11,0.16,-0.27
415,2015-16,Dirk Nowitzki,37,DAL,6.67,1.88,1.16,0.72
416,2015-16,Paul Pierce,38,LAC,0.91,-1.17,-0.89,-0.29
417,2015-16,Jason Terry,38,HOU,0.2,-2.03,-0.05,-1.99
418,2015-16,Metta World Peace,36,LAL,0.77,-0.35,-0.04,-0.31
419,2015-16,Manu Ginobili,38,SAS,2.88,1.47,0.65,0.82
420,2015-16,Andrea Bargnani,30,BRK,-0.25,-2.88,-2,-0.87
421,2015-16,LaMarcus Aldridge,30,SAS,6.83,2.18,1.23,0.95
422,2015-16,Randy Foye,32,DEN/OKC,0.36,-1.95,-1.07,-0.88
423,2015-16,Rudy Gay,29,SAC,4.16,0.31,-0.06,0.37
424,2015-16,JJ Redick,31,LAC,3.17,-0.04,1.72,-1.76
425,2015-16,Thabo Sefolosha,31,ATL,3.74,0.86,-1.15,2.01
426,2015-16,Rajon Rondo,29,SAC,4.09,0.1,0.16,-0.06
427,2015-16,Kyle Lowry,29,TOR,13.17,4.65,3.44,1.2
428,2015-16,P.J. Tucker,30,PHO,2.1,-1.05,-1.55,0.5
429,2015-16,Paul Millsap,30,ATL,10.05,3.35,1.66,1.7
430,2015-16,J.J. Barea,31,DAL,1.27,-1.14,0.91,-2.05
431,2015-16,Kevin Durant,27,OKC,11.12,4.16,5.36,-1.21
432,2015-16,Al Horford,29,ATL,8.65,2.58,1.03,1.55
433,2015-16,Mike Conley,28,MEM,5.62,2.44,2.39,0.05
434,2015-16,Jeff Green,29,MEM/LAC,1.29,-1.43,-0.63,-0.8
435,2015-16,Corey Brewer,29,HOU,0.44,-1.88,-0.85,-1.03
436,2015-16,Joakim Noah,30,CHI,1.63,1.5,-0.09,1.6
437,2015-16,Spencer Hawes,27,CHO,1.18,-0.59,-1.52,0.93
438,2015-16,Thaddeus Young,27,BRK,4.06,0.21,-0.48,0.7
439,2015-16,Rodney Stuckey,29,IND,1.09,-1.01,-0.75,-0.25
440,2015-16,Nick Young,30,LAL,0.15,-2.06,-0.1,-1.96
441,2015-16,Marco Belinelli,29,SAC,0.15,-2.14,-0.86,-1.28
442,2015-16,Jason Smith,29,ORL,0.89,-1.15,-2.37,1.22
443,2015-16,Jared Dudley,30,WAS,3.86,0.43,-0.72,1.16
444,2015-16,Aaron Brooks,31,CHI,1.5,-0.28,0.15,-0.43
445,2015-16,Arron Afflalo,30,NYK,-1.19,-3.03,-1.16,-1.87
446,2015-16,Tiago Splitter,31,ATL,0.32,-1.45,-1.22,-0.23
447,2015-16,Carl Landry,32,PHI,0.79,-0.24,0.73,-0.96
448,2015-16,Josh McRoberts,28,MIA,0.79,-0.32,-0.28,-0.03
449,2015-16,Marc Gasol,31,MEM,3.69,0.76,-0.67,1.43
450,2015-16,Ramon Sessions,29,WAS,2.67,0.09,0.45,-0.36
451,2015-16,C.J. Watson,31,ORL,-0.08,-2.46,-1.62,-0.84
452,2015-16,Anthony Tolliver,30,DET,2.24,0.19,0.3,-0.1
453,2015-16,O.J. Mayo,28,MIL,0.3,-1.87,-1.43,-0.44
454,2015-16,Derrick Rose,27,CHI,-0.5,-2.64,-0.37,-2.27
455,2015-16,Russell Westbrook,27,OKC,13.84,5.32,6.03,-0.71
456,2015-16,Kevin Love,27,CLE,8.9,3.16,2.2,0.97
457,2015-16,Danilo Gallinari,27,DEN,5.61,2.23,2.34,-0.11
458,2015-16,Eric Gordon,27,NOP,1.29,-0.99,-0.46,-0.53
459,2015-16,D.J. Augustin,28,OKC/DEN,0.49,-1.65,-0.03,-1.62
460,2015-16,Brook Lopez,27,BRK,4.99,0.72,0.02,0.7
461,2015-16,Jerryd Bayless,27,MIL,0.08,-2.2,-0.67,-1.53
462,2015-16,Brandon Rush,30,GSW,-0.2,-2.55,-1,-1.55
463,2015-16,Robin Lopez,27,NYK,1.87,-1.02,-0.89,-0.14
464,2015-16,Marreese Speights,28,GSW,0.48,-1.42,-0.4,-1.02
465,2015-16,Roy Hibbert,29,LAL,-1.26,-3.29,-3.68,0.39
466,2015-16,Alexis Ajinca,27,NOP,0.87,-0.78,-2.27,1.5
467,2015-16,Ryan Anderson,27,NOP,3.97,0.64,2.19,-1.55
468,2015-16,Courtney Lee,30,MEM/CHO,1.48,-1.33,-1.15,-0.18
469,2015-16,Kosta Koufos,26,SAC,1.48,-0.79,-1.22,0.42
470,2015-16,Serge Ibaka,26,OKC,4.15,0.17,0.23,-0.06
471,2015-16,Nicolas Batum,27,CHO,4.64,0.52,0.28,0.24
472,2015-16,George Hill,29,IND,5.38,0.86,-0.14,1
473,2015-16,Darrell Arthur,27,DEN,0.88,-1.42,-1.6,0.19
474,2015-16,Mario Chalmers,29,MIA/MEM,3.21,1.17,1.08,0.09
475,2015-16,DeAndre Jordan,27,LAC,11.81,4.53,1.38,3.15
476,2015-16,Omer Asik,29,NOP,1.27,-0.68,-1.81,1.13
477,2015-16,Luc Mbah a Moute,29,LAC,0.82,-1.32,-2.19,0.87
478,2015-16,Goran Dragic,29,MIA,4.64,0.62,1.32,-0.7
479,2015-16,Anthony Morrow,30,OKC,-0.49,-3.07,-0.91,-2.16
480,2015-16,Blake Griffin,26,LAC,2.79,1.24,0.83,0.4
481,2015-16,James Harden,26,HOU,11.06,2.97,4.56,-1.59
482,2015-16,Tyreke Evans,26,NOP,2.1,1.78,1.7,0.08
483,2015-16,Ricky Rubio,25,MIN,8.02,2.83,1.98,0.85
484,2015-16,Stephen Curry,27,GSW,15.62,6.6,7.12,-0.52
485,2015-16,Jordan Hill,28,IND,0.87,-1.42,-0.9,-0.52
486,2015-16,DeMar DeRozan,26,TOR,5.74,0.74,1.88,-1.14
487,2015-16,Brandon Jennings,26,DET/ORL,1.58,0.42,0.92,-0.5
488,2015-16,Gerald Henderson,28,POR,1.35,-0.88,-0.36,-0.51
489,2015-16,James Johnson,28,TOR,0.65,-1.23,-1.48,0.25
490,2015-16,Jrue Holiday,25,NOP,5.74,2.35,2.31,0.05
491,2015-16,Ty Lawson,28,HOU/IND,-0.84,-3.17,-1.4,-1.77
492,2015-16,Jeff Teague,27,ATL,3.53,0.04,1.31,-1.28
493,2015-16,Darren Collison,28,SAC,3.02,-0.26,1.27,-1.53
494,2015-16,Omri Casspi,27,SAC,2.51,-0.3,0.16,-0.46
495,2015-16,Taj Gibson,30,CHI,2.47,-0.39,-0.46,0.07
496,2015-16,DeMarre Carroll,29,TOR,1.19,-0.05,-0.51,0.46
497,2015-16,Wayne Ellington,28,BRK,-0.08,-2.35,-1.06,-1.29
498,2015-16,Toney Douglas,29,NOP,2.2,0.3,1.03,-0.73
499,2015-16,Dante Cunningham,28,NOP,0.5,-1.9,-1.97,0.08
500,2015-16,Jonas Jerebko,28,BOS,1.23,-0.73,-1.31,0.58
501,2015-16,Patrick Beverley,27,HOU,3.26,0.08,0.3,-0.21
502,2015-16,Marcus Thornton,28,HOU/WAS,0.43,-1.69,0.4,-2.09
503,2015-16,Chase Budinger,27,IND/PHO,1.7,0.42,-0.08,0.5
504,2015-16,Danny Green,28,SAS,6.14,2.12,0.2,1.92
505,2015-16,Patty Mills,27,SAS,3.71,1.01,0.73,0.28
506,2015-16,Garrett Temple,29,WAS,3.16,0.11,-1.36,1.47
507,2015-16,Wesley Matthews,29,DAL,4.52,0.25,0.55,-0.3
508,2015-16,Alonzo Gee,28,NOP,-0.13,-2.4,-2.35,-0.05
509,2015-16,John Wall,25,WAS,9.56,2.8,1.56,1.24
510,2015-16,Evan Turner,27,BOS,3.02,-0.31,-0.89,0.58
511,2015-16,Derrick Favors,24,UTA,5.91,2.12,0.43,1.69
512,2015-16,Wesley Johnson,28,LAC,1.92,-0.57,-1.26,0.68
513,2015-16,DeMarcus Cousins,25,SAC,8.17,3.11,1.49,1.61
514,2015-16,Greg Monroe,25,MIL,5.21,1.04,0.79,0.25
515,2015-16,Al-Farouq Aminu,25,POR,4.02,0.26,-0.53,0.79
516,2015-16,Gordon Hayward,25,UTA,8.53,2.07,2.16,-0.08
517,2015-16,Paul George,25,IND,9.21,2.55,2.19,0.36
518,2015-16,Cole Aldrich,27,LAC,2.31,1.98,-0.95,2.93
519,2015-16,Ed Davis,26,POR,4.33,1.51,0.29,1.22
520,2015-16,Patrick Patterson,26,TOR,2.63,-0.35,0.06,-0.42
521,2015-16,Luke Babbitt,26,NOP,0.53,-1.35,-0.4,-0.95
522,2015-16,Kevin Seraphin,26,NYK,0.09,-2.01,-3.03,1.02
523,2015-16,Eric Bledsoe,26,PHO,3.33,2.37,1.11,1.25
524,2015-16,Avery Bradley,25,BOS,4.48,0.33,0.63,-0.3
525,2015-16,James Anderson,26,SAC,0.15,-1.97,-1.83,-0.13
526,2015-16,Trevor Booker,28,UTA,2.93,0.37,-0.38,0.75
527,2015-16,Hassan Whiteside,26,MIA,7.9,3.23,0.38,2.85
528,2015-16,Nemanja Bjelica,27,MIN,1.26,-0.55,-1.05,0.5
529,2015-16,Lance Stephenson,25,LAC/MEM,-0.04,-2.32,-1.09,-1.23
530,2015-16,Donald Sloan,28,BRK,1.45,-0.65,-0.05,-0.6
531,2015-16,Timofey Mozgov,29,CLE,0.68,-1.51,-2.16,0.65
532,2015-16,Gary Neal,31,WAS,0.04,-2.2,-0.94,-1.27
533,2015-16,Jeremy Lin,27,CHO,3.18,0.02,0.38,-0.36
534,2015-16,Ish Smith,27,NOP/PHI,1.03,-1.59,-0.1,-1.49
535,2015-16,Lance Thomas,27,NYK,-1.08,-3.52,-1.84,-1.68
536,2015-16,Kyrie Irving,23,CLE,4.94,2.09,2.82,-0.72
537,2015-16,Derrick Williams,24,NYK,1.67,-0.55,0.5,-1.05
538,2015-16,Enes Freedom,23,OKC,3.47,0.7,2.12,-1.42
539,2015-16,Tristan Thompson,24,CLE,5.68,1.41,0.49,0.92
540,2015-16,Jonas Valančiūnas,23,TOR,4.2,1.7,0.54,1.17
541,2015-16,Bismack Biyombo,23,TOR,3.76,0.79,-1.44,2.23
542,2015-16,Brandon Knight,24,PHO,2.38,-0.4,0.19,-0.59
543,2015-16,Kemba Walker,25,CHO,9.1,2.38,2.06,0.33
544,2015-16,Klay Thompson,25,GSW,5.05,0.52,1.82,-1.3
545,2015-16,Alec Burks,24,UTA,0.6,-1.17,-0.05,-1.11
546,2015-16,Markieff Morris,26,PHO/WAS,2.61,0.09,-0.98,1.07
547,2015-16,Marcus Morris Sr.,26,DET,3.37,-0.53,-1.11,0.58
548,2015-16,Kawhi Leonard,24,SAS,12.83,5.92,3.21,2.71
549,2015-16,Nikola Vučević,25,ORL,4.44,0.94,0.15,0.79
550,2015-16,Iman Shumpert,25,CLE,1.41,-0.69,-0.78,0.09
551,2015-16,Tobias Harris,23,ORL/DET,4.38,0.3,-0.15,0.44
552,2015-16,Donatas Motiejunas,25,HOU,0.09,-2.04,-1.15,-0.89
553,2015-16,Kenneth Faried,26,DEN,3.81,1.04,1.3,-0.26
554,2015-16,Nikola Mirotic,24,CHI,3.15,0.55,-0.25,0.8
555,2015-16,Reggie Jackson,25,DET,5.87,1.29,2.11,-0.82
556,2015-16,Norris Cole,27,NOP,0.76,-1.33,-0.96,-0.37
557,2015-16,Cory Joseph,24,TOR,2.41,-0.53,0.5,-1.04
558,2015-16,Jimmy Butler,26,CHI,7.43,2.15,1.91,0.24
559,2015-16,Bojan Bogdanović,26,BRK,-1.57,-3.4,-1.18,-2.22
560,2015-16,Kyle Singler,27,OKC,0.24,-1.91,-1.1,-0.8
561,2015-16,Shelvin Mack,25,ATL/UTA,1.68,0.07,-0.13,0.2
562,2015-16,Chandler Parsons,27,DAL,3.12,0.28,0.29,-0.01
563,2015-16,Jon Leuer,26,PHO,1.31,-0.73,-1.21,0.48
564,2015-16,Lavoy Allen,26,IND,1.41,-0.97,-1.33,0.37
565,2015-16,E'Twaun Moore,26,CHI,0.09,-2.17,-1.34,-0.82
566,2015-16,Isaiah Thomas,26,BOS,8.56,2.51,3.4,-0.89
567,2015-16,Anthony Davis,22,NOP,8.07,3.25,1.74,1.51
568,2015-16,Bradley Beal,22,WAS,2.75,0.1,0.54,-0.45
569,2015-16,Dion Waiters,24,OKC,1.17,-1.47,0,-1.47
570,2015-16,Thomas Robinson,24,BRK,0.83,-0.93,-1.16,0.23
571,2015-16,Damian Lillard,25,POR,7.38,1.79,3.23,-1.44
572,2015-16,Terrence Ross,24,TOR,1.62,-0.9,-0.12,-0.78
573,2015-16,Andre Drummond,22,DET,9.66,3.09,0.48,2.62
574,2015-16,Harrison Barnes,23,GSW,2.03,-0.81,-0.52,-0.29
575,2015-16,Austin Rivers,23,LAC,-0.74,-3.03,-1.57,-1.46
576,2015-16,Meyers Leonard,23,POR,0.65,-1.54,-0.88,-0.66
577,2015-16,Jeremy Lamb,23,CHO,2.64,0.89,0.27,0.62
578,2015-16,John Henson,25,MIL,1.19,-0.44,-1.43,1
579,2015-16,Maurice Harkless,22,POR,1.47,-0.78,-0.92,0.14
580,2015-16,Tyler Zeller,26,BOS,0.24,-1.77,-1.11,-0.66
581,2015-16,Andrew Nicholson,26,ORL,0.22,-1.88,-1.09,-0.79
582,2015-16,Evan Fournier,23,ORL,2.69,-0.72,-0.06,-0.67
583,2015-16,Jared Sullinger,23,BOS,4.11,0.89,-0.66,1.55
584,2015-16,Miles Plumlee,27,MIL,0.78,-0.94,-0.85,-0.09
585,2015-16,Festus Ezeli,26,GSW,1.46,0.52,-1.06,1.57
586,2015-16,Jae Crowder,25,BOS,6.81,2.08,1.13,0.95
587,2015-16,Draymond Green,25,GSW,13.89,5.18,2.41,2.77
588,2015-16,Quincy Acy,25,SAC,0.93,-0.7,-1.06,0.37
589,2015-16,Khris Middleton,24,MIL,6.98,1.33,1.5,-0.17
590,2015-16,Will Barton,25,DEN,1.76,-1.16,0.53,-1.69
591,2015-16,Mike Scott,27,ATL,1.61,-0.19,-0.37,0.18
592,2015-16,Kyle O'Quinn,25,NYK,0.96,-0.41,-0.99,0.58
593,2015-16,Hollis Thompson,24,PHI,-2.66,-4.17,-1.65,-2.52
594,2015-16,Mirza Teletovic,30,PHO,2.73,0.12,1.32,-1.2
595,2015-16,Pablo Prigioni,38,LAC,0.35,-1.64,-1.22,-0.43
596,2015-16,Kent Bazemore,26,ATL,3.77,0.39,-0.5,0.89
597,2015-16,Chris Johnson,25,UTA,0.89,-0.74,-1.23,0.49
598,2015-16,Justin Holiday,26,ATL/CHI,0.81,-0.72,-0.92,0.2
599,2015-16,JaMychal Green,25,MEM,1.93,-0.31,-0.78,0.47
600,2015-16,Aron Baynes,29,DET,1.67,-0.27,-0.7,0.43
601,2015-16,Nerlens Noel,21,PHI,1.66,-1.02,-2.7,1.68
602,2015-16,Alex Len,22,PHO,0.04,-2.25,-2.77,0.52
603,2015-16,Allen Crabbe,23,POR,0.65,-1.81,-0.41,-1.4
604,2015-16,Andre Roberson,24,OKC,2.42,0.02,-0.8,0.82
605,2015-16,Archie Goodwin,21,PHO,-0.21,-2.56,-1.17,-1.39
606,2015-16,Ben McLemore,22,SAC,0.68,-1.57,-0.92,-0.65
607,2015-16,CJ McCollum,24,POR,6.59,1.22,1.26,-0.04
608,2015-16,Cody Zeller,23,CHO,4.44,1.41,-0.58,1.99
609,2015-16,Dennis Schröder,22,ATL,3.44,0.85,0.82,0.02
610,2015-16,Dewayne Dedmon,26,ORL,0.95,-0.28,-1.68,1.4
611,2015-16,Gorgui Dieng,26,MIN,3.46,0.03,-1.21,1.24
612,2015-16,Isaiah Canaan,24,PHI,-0.95,-3,-0.83,-2.18
613,2015-16,Jeff Withey,25,UTA,1.47,1.03,-1.4,2.42
614,2015-16,Kelly Olynyk,24,BOS,2.02,-0.13,-0.21,0.08
615,2015-16,Kentavious Caldwell-Pope,22,DET,6.46,1.14,0.94,0.19
616,2015-16,Mason Plumlee,25,POR,4.55,0.94,-0.95,1.89
617,2015-16,Michael Carter-Williams,24,MIL,1.87,-0.6,-0.88,0.28
618,2015-16,Mike Muscala,24,ATL,0.74,-0.35,-1.18,0.83
619,2015-16,Otto Porter Jr.,22,WAS,6.18,1.73,-0.2,1.93
620,2015-16,Robert Covington,25,PHI,3.25,0.24,-0.69,0.93
621,2015-16,Rudy Gobert,23,UTA,6.37,2.6,-0.6,3.2
622,2015-16,Shabazz Muhammad,23,MIN,0.38,-1.94,0.43,-2.37
623,2015-16,Shane Larkin,23,BRK,1.12,-1.33,-0.52,-0.8
624,2015-16,Steven Adams,22,OKC,4.78,1.22,0.01,1.21
625,2015-16,Tim Hardaway Jr.,23,ATL,0.5,-1.41,-0.16,-1.25
626,2015-16,Tony Snell,24,CHI,-0.44,-2.79,-2.24,-0.54
627,2015-16,Trey Burke,23,UTA,0.44,-1.79,0.21,-2
628,2015-16,Victor Oladipo,23,ORL,3.66,0,0.44,-0.44
629,2015-16,Giannis Antetokounmpo,21,MIL,7.61,1.7,0.92,0.77
630,2015-16,Matthew Dellavedova,25,CLE,3.63,0.59,1.1,-0.51
631,2015-16,Solomon Hill,24,IND,1.33,0,-0.11,0.11
632,2015-16,Raul Neto,23,UTA,1.34,-0.95,-0.92,-0.03
633,2015-16,Joffrey Lauvergne,24,DEN,-0.12,-2.45,-1.16,-1.29
634,2015-16,Ian Clark,24,GSW,-0.38,-3.27,-1.15,-2.13
635,2015-16,Seth Curry,25,SAC,0.58,-1.03,-0.11,-0.92
636,2015-16,Jonathon Simmons,26,SAS,-0.14,-2.53,-1.78,-0.74
637,2015-16,Jamal Crawford,35,LAC,0.07,-2.23,-0.41,-1.81
638,2015-16,PJ Hairston,23,CHO/MEM,0.72,-1.46,-1.45,-0.01
639,2015-16,Shabazz Napier,24,ORL,0.08,-2.06,-0.71,-1.36
640,2015-16,Zach LaVine,20,MIN,0.01,-2.27,-0.51,-1.75
641,2015-16,Tyler Ennis,21,MIL,0.09,-2.07,-1.29,-0.78
642,2015-16,Markel Brown,24,BRK,0.4,-1.67,-0.29,-1.39
643,2015-16,Elfrid Payton,21,ORL,3.97,0.45,0.2,0.25
644,2015-16,Jordan Clarkson,23,LAL,0.34,-2.07,-0.13,-1.95
645,2015-16,Gary Harris,21,DEN,3.08,-0.41,0.29,-0.7
646,2015-16,Nik Stauskas,22,PHI,-0.62,-2.79,-1.07,-1.71
647,2015-16,Rodney Hood,23,UTA,3.2,-0.42,0.04,-0.46
648,2015-16,Glenn Robinson III,22,IND,0.41,-1.07,-1.19,0.11
649,2015-16,Jerami Grant,21,PHI,0.84,-1.67,-2,0.33
650,2015-16,Doug McDermott,24,CHI,-0.75,-2.88,-1.52,-1.36
651,2015-16,Sean Kilpatrick,26,DEN/BRK,0.39,-1.33,1.42,-2.75
652,2015-16,Aaron Gordon,20,ORL,3.16,0.23,0.14,0.08
653,2015-16,T.J. Warren,22,PHO,0.61,-1.43,-0.62,-0.81
654,2015-16,Marcus Smart,21,BOS,3.36,0.69,0.18,0.51
655,2015-16,Kyle Anderson,22,SAS,2.68,0.9,-0.86,1.75
656,2015-16,Dwight Powell,24,DAL,1.46,-0.11,-1,0.89
657,2015-16,Noah Vonleh,20,POR,0.17,-2.05,-2.78,0.73
658,2015-16,Julius Randle,21,LAL,-0.85,-2.83,-1.88,-0.95
659,2015-16,Johnny O'Bryant III,22,MIL,-0.92,-3.92,-3.1,-0.82
660,2015-16,Andrew Wiggins,20,MIN,2.94,-0.74,0.49,-1.23
661,2015-16,Jabari Parker,20,MIL,1.11,-1.59,-0.12,-1.47
662,2015-16,JaKarr Sampson,22,PHI/DEN,-0.1,-2.41,-2.56,0.15
663,2015-16,Clint Capela,21,HOU,4.06,1.79,0.26,1.54
664,2015-16,Jusuf Nurkić,21,DEN,0.98,0.37,-0.97,1.34
665,2015-16,Nikola Jokić,20,DEN,6.68,3.45,1.49,1.96
666,2015-16,Kristaps Porziņģis,20,NYK,5.06,1.37,0.24,1.12
667,2015-16,Tyler Johnson,23,MIA,0.68,-1.1,-1.04,-0.06
668,2015-16,Tim Frazier,25,POR/NOP,1.06,-0.16,0.18,-0.35
669,2015-16,Langston Galloway,24,NYK,1.6,-1.11,-0.99,-0.12
670,2015-16,Joe Ingles,28,UTA,0.76,-1.36,-1.12,-0.24
671,2015-16,T.J. McConnell,23,PHI,2.63,0.14,-0.37,0.52
672,2015-16,Tyson Chandler,33,PHO,2.38,-0.1,-1.64,1.54
673,2015-16,Pau Gasol,35,CHI,5.79,1.45,0.37,1.08
674,2015-16,Joe Johnson,34,BRK/MIA,2.95,-0.66,-0.23,-0.43
675,2015-16,Richard Jefferson,35,CLE,0.52,-1.69,-1.54,-0.15
676,2015-16,Zach Randolph,34,MEM,2.77,-0.25,0.53,-0.78
677,2015-16,Tony Parker,33,SAS,3.43,0.28,0.38,-0.11
678,2015-16,Mike Dunleavy,35,CHI,0.65,-0.91,-0.16,-0.75
679,2015-16,Nene,33,WAS,2.6,1.23,-0.74,1.97
680,2015-16,Amar'e Stoudemire,33,MIA,1.35,0.33,-1.03,1.36
681,2015-16,Tayshaun Prince,35,MIN,-0.42,-2.71,-2.42,-0.29
682,2015-16,Matt Barnes,35,MEM,3.13,-0.16,0.06,-0.22
683,2015-16,Luis Scola,35,TOR,0.97,-1.4,-1.96,0.57
684,2015-16,LeBron James,31,CLE,15.1,6.23,5.36,0.87
685,2015-16,Carmelo Anthony,31,NYK,6.83,1.7,2.59,-0.88
686,2015-16,Chris Bosh,31,MIA,5.19,2.03,1.06,0.98
687,2015-16,Dwyane Wade,34,MIA,3.43,-0.04,1.12,-1.16
688,2015-16,Kirk Hinrich,35,CHI/ATL,0.39,-1.36,-1.43,0.07
689,2015-16,Nick Collison,35,OKC,0.15,-1.96,-2.54,0.58
